state_code,year,month,value,country
1,1938,11,54.8,Alabama
1,1938,12,45.8,Alabama
1,1939,1,48.8,Alabama
1,1939,2,51.7,Alabama
1,1939,3,57.8,Alabama
1,1939,4,61.4,Alabama
1,1939,5,70.0,Alabama
1,1939,6,78.3,Alabama
1,1939,7,80.1,Alabama
1,1939,8,77.8,Alabama
1,1939,9,76.4,Alabama
1,1939,10,65.5,Alabama
1,1939,11,50.9,Alabama
1,1939,12,47.8,Alabama
1,1940,1,32.1,Alabama
1,1940,2,44.4,Alabama
1,1940,3,53.9,Alabama
1,1940,4,61.3,Alabama
1,1940,5,68.0,Alabama
1,1940,6,76.4,Alabama
1,1940,7,77.9,Alabama
1,1940,8,79.6,Alabama
1,1940,9,72.6,Alabama
1,1940,10,64.7,Alabama
1,1940,11,53.1,Alabama
1,1940,12,50.1,Alabama
1,1941,1,46.2,Alabama
1,1941,2,42.7,Alabama
1,1941,3,49.0,Alabama
1,1941,4,64.8,Alabama
1,1941,5,72.7,Alabama
1,1941,6,78.0,Alabama
1,1941,7,80.0,Alabama
1,1941,8,80.1,Alabama
1,1941,9,77.3,Alabama
1,1941,10,70.9,Alabama
1,1941,11,52.8,Alabama
1,1941,12,48.7,Alabama
1,1942,1,42.5,Alabama
1,1942,2,43.2,Alabama
1,1942,3,53.9,Alabama
1,1942,4,63.6,Alabama
1,1942,5,70.5,Alabama
1,1942,6,77.8,Alabama
1,1942,7,80.3,Alabama
1,1942,8,77.8,Alabama
1,1942,9,72.4,Alabama
1,1942,10,64.6,Alabama
1,1942,11,56.0,Alabama
1,1942,12,47.4,Alabama
1,1943,1,47.7,Alabama
1,1943,2,49.4,Alabama
1,1943,3,52.8,Alabama
1,1943,4,62.9,Alabama
1,1943,5,73.3,Alabama
1,1943,6,80.9,Alabama
1,1943,7,81.1,Alabama
1,1943,8,81.4,Alabama
1,1943,9,71.7,Alabama
1,1943,10,61.5,Alabama
1,1943,11,50.8,Alabama
1,1943,12,45.4,Alabama
1,1944,1,45.2,Alabama
1,1944,2,54.0,Alabama
1,1944,3,56.0,Alabama
1,1944,4,61.6,Alabama
1,1944,5,72.1,Alabama
1,1944,6,80.2,Alabama
1,1944,7,79.3,Alabama
1,1944,8,78.8,Alabama
1,1944,9,75.3,Alabama
1,1944,10,63.0,Alabama
1,1944,11,53.4,Alabama
1,1944,12,44.4,Alabama
1,1945,1,44.8,Alabama
1,1945,2,51.4,Alabama
1,1945,3,63.4,Alabama
1,1945,4,65.4,Alabama
1,1945,5,68.4,Alabama
1,1945,6,78.2,Alabama
1,1945,7,79.4,Alabama
1,1945,8,79.4,Alabama
1,1945,9,77.1,Alabama
1,1945,10,62.6,Alabama
1,1945,11,55.6,Alabama
1,1945,12,40.5,Alabama
1,1946,1,46.5,Alabama
1,1946,2,49.8,Alabama
1,1946,3,59.9,Alabama
1,1946,4,65.9,Alabama
1,1946,5,69.8,Alabama
1,1946,6,75.7,Alabama
1,1946,7,78.6,Alabama
1,1946,8,77.3,Alabama
1,1946,9,72.4,Alabama
1,1946,10,63.8,Alabama
1,1946,11,59.3,Alabama
1,1946,12,50.3,Alabama
1,1947,1,49.3,Alabama
1,1947,2,41.1,Alabama
1,1947,3,48.7,Alabama
1,1947,4,65.0,Alabama
1,1947,5,69.5,Alabama
1,1947,6,76.7,Alabama
1,1947,7,76.9,Alabama
1,1947,8,80.6,Alabama
1,1947,9,76.1,Alabama
1,1947,10,68.9,Alabama
1,1947,11,51.8,Alabama
1,1947,12,47.2,Alabama
1,1948,1,38.5,Alabama
1,1948,2,50.2,Alabama
1,1948,3,57.9,Alabama
1,1948,4,66.7,Alabama
1,1948,5,71.3,Alabama
1,1948,6,78.8,Alabama
1,1948,7,80.5,Alabama
1,1948,8,78.4,Alabama
1,1948,9,72.5,Alabama
1,1948,10,61.0,Alabama
1,1948,11,55.5,Alabama
1,1948,12,49.5,Alabama
1,1949,1,52.7,Alabama
1,1949,2,52.6,Alabama
1,1949,3,53.7,Alabama
1,1949,4,61.4,Alabama
1,1949,5,72.1,Alabama
1,1949,6,77.2,Alabama
1,1949,7,80.3,Alabama
