STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2007,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2008,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2009,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2010,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2011,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2012,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2013,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2014,,100.0,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2015,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2016,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2017,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2018,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2019,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2020,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2021,,100.0,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2022,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2023,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2004,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2005,,100.0,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2006,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2007,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2008,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2009,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2010,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2011,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2012,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2013,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2014,,100.0,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2015,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2016,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2017,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2018,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2019,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2004,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2005,,100.0,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2006,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2007,,100.0,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2008,,100.0,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2009,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2010,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2011,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2012,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2013,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2014,,100.0,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2015,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2016,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2017,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2018,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2019,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2020,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2021,,100.0,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2022,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2023,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2004,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2005,,100.0,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2006,,100.0,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2007,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2008,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2009,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2010,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2011,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2012,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2013,,100.0,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2014,,100.0,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2015,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2016,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2017,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2018,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2019,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2020,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2021,,100.0,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2022,,100.0,,d,definition differs (see metadata),,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2023,,100.0,,d,definition differs (see metadata),,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HR,Croatia,2004,,,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HR,Croatia,2005,,100.0,,bu,"break in time series, low reliability",,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HR,Croatia,2006,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HR,Croatia,2007,,100.0,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HR,Croatia,2008,,100.0,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HR,Croatia,2009,,100.0,,u,low reliability,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HR,Croatia,2010,,100.0,,bu,"break in time series, low reliability",,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HR,Croatia,2011,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HR,Croatia,2012,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HR,Croatia,2013,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HR,Croatia,2014,,100.0,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HR,Croatia,2015,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HR,Croatia,2016,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HR,Croatia,2017,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HR,Croatia,2018,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HR,Croatia,2019,,100.0,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HR,Croatia,2020,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HR,Croatia,2021,,100.0,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HR,Croatia,2022,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HR,Croatia,2023,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HU,Hungary,2004,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HU,Hungary,2005,,100.0,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HU,Hungary,2006,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HU,Hungary,2007,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HU,Hungary,2008,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HU,Hungary,2009,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HU,Hungary,2010,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HU,Hungary,2011,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HU,Hungary,2012,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HU,Hungary,2013,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HU,Hungary,2014,,100.0,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HU,Hungary,2015,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HU,Hungary,2016,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HU,Hungary,2017,,100.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,PC,Percentage,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",HU,Hungary,2018,,100.0,,,,,
