DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Spain,2019,30975161,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Spain,2020,31274248,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Spain,2021,31374646,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Spain,2022,31417513,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Spain,2023,31860370,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,European Union - 27 countries (2007-2013),2015,329843080,be,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,European Union - 27 countries (2007-2013),2016,329676269,be,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,European Union - 27 countries (2007-2013),2017,328958727,be,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,European Union - 27 countries (2007-2013),2018,328312097,e,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,European Union - 27 countries (2007-2013),2019,327998329,b,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2014,291752455,be,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2015,290741659,be,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2016,290339160,be,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2017,289431764,be,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2018,288610078,e,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2019,288121049,b,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2020,287590342,e,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2021,285709486,bep,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2022,284834580,ep,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2023,286348084,ep,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,European Union - 28 countries (2013-2020),2015,332616926,be,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,European Union - 28 countries (2013-2020),2016,332401792,be,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,European Union - 28 countries (2013-2020),2017,331632023,be,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,European Union - 28 countries (2013-2020),2018,330920038,e,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,European Union - 28 countries (2013-2020),2019,330555835,b,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Finland,2014,3499702,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Finland,2015,3483757,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Finland,2016,3468182,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Finland,2017,3459144,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Finland,2018,3443388,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Finland,2019,3430848,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Finland,2020,3422982,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Finland,2021,3416994,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Finland,2022,3417411,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Finland,2023,3429131,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,France,2014,41953896,b,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,France,2015,41877855,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,France,2016,41788201,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,France,2017,41700220,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,France,2018,41673984,p,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,France,2019,41711222,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,France,2020,41687555,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,France,2021,41790172,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,France,2022,41865521,p,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,France,2023,41941093,p,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Georgia,2014,3094086,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Georgia,2015,2561300,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Georgia,2016,2475700,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Georgia,2017,2456700,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Georgia,2018,2438481,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Georgia,2019,2416279,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Georgia,2020,2396129,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Georgia,2021,2395162,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Georgia,2022,2351303,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Georgia,2023,2382938,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Croatia,2014,2814130,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Croatia,2015,2773846,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Croatia,2016,2725523,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Croatia,2017,2673296,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Croatia,2018,2607941,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Croatia,2019,2557506,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Croatia,2020,2515706,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Croatia,2021,2474275,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Croatia,2022,2441548,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Croatia,2023,2426393,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Hungary,2014,6706782,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Hungary,2015,6645159,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Hungary,2016,6584888,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Hungary,2017,6519358,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Hungary,2018,6474947,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Hungary,2019,6428941,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Hungary,2020,6371538,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Hungary,2021,6302526,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Hungary,2022,6254101,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Hungary,2023,6235157,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Ireland,2014,3056597,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Ireland,2015,3071360,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Ireland,2016,3097263,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Ireland,2017,3139134,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Ireland,2018,3172248,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Ireland,2019,3228829,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Ireland,2020,3275524,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Ireland,2021,3312151,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Ireland,2022,3368551,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Ireland,2023,3451439,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Iceland,2014,215820,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Iceland,2015,217557,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Iceland,2016,219916,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Iceland,2017,224092,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Iceland,2018,232060,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Iceland,2019,238435,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Iceland,2020,243442,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Iceland,2021,245444,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Iceland,2022,250078,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Iceland,2023,258959,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Italy,2014,38971624,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Italy,2015,38788563,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Italy,2016,38619527,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Italy,2017,38489304,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Italy,2018,38369949,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Italy,2019,38251571,b,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Italy,2020,38054844,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Italy,2021,37658137,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Italy,2022,37488934,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Italy,2023,37471805,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Liechtenstein,2014,25710,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Liechtenstein,2015,25743,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Liechtenstein,2016,25813,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Liechtenstein,2017,25774,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Liechtenstein,2018,25848,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Liechtenstein,2019,25862,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Liechtenstein,2020,25982,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Liechtenstein,2021,26079,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Liechtenstein,2022,26046,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Liechtenstein,2023,26142,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Lithuania,2014,1977307,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Lithuania,2015,1958226,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Lithuania,2016,1929564,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Lithuania,2017,1893958,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Lithuania,2018,1861449,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Lithuania,2019,1847923,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Lithuania,2020,1842555,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Lithuania,2021,1833750,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Lithuania,2022,1827984,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Lithuania,2023,1858486,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Luxembourg,2014,379752,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Luxembourg,2015,389371,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Luxembourg,2016,399401,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Luxembourg,2017,410613,b,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Luxembourg,2018,418675,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Luxembourg,2019,426959,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Luxembourg,2020,435244,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Luxembourg,2021,440598,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Luxembourg,2022,447525,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Luxembourg,2023,457774,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Latvia,2014,1325469,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Latvia,2015,1303300,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Latvia,2016,1282112,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Latvia,2017,1258620,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Latvia,2018,1240232,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Latvia,2019,1225909,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Latvia,2020,1211074,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Latvia,2021,1196547,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Latvia,2022,1184142,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Latvia,2023,1187613,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Moldova,2014,2631285,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Moldova,2015,2619608,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Moldova,2016,2007545,e,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Moldova,2017,1975004,e,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Moldova,2018,1917241,e,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Moldova,2019,1859487,e,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Moldova,2020,1814393,e,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Moldova,2021,1774120,e,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Moldova,2022,1703779,e,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Moldova,2023,1656010,ep,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Montenegro,2014,423158,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Montenegro,2015,422037,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Montenegro,2016,420593,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Montenegro,2017,419296,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Montenegro,2018,417964,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Montenegro,2019,416115,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Montenegro,2020,413393,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Montenegro,2021,410812,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Montenegro,2022,408032,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Montenegro,2023,405428,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,North Macedonia,2014,1461625,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,North Macedonia,2015,1459086,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,North Macedonia,2016,1457092,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,North Macedonia,2017,1455198,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,North Macedonia,2018,1449869,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,North Macedonia,2019,1445077,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,North Macedonia,2020,1438810,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,North Macedonia,2021,1430046,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,North Macedonia,2022,1210898,b,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,North Macedonia,2023,1198647,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Malta,2014,290447,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Malta,2015,296565,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Malta,2016,303233,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Malta,2017,308971,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Malta,2018,320973,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Malta,2019,335805,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Malta,2020,353665,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Malta,2021,352914,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Malta,2022,354465,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Malta,2023,372319,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Netherlands,2014,11060191,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Netherlands,2015,11065975,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Netherlands,2016,11094040,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Netherlands,2017,11140079,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Netherlands,2018,11179344,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Netherlands,2019,11228340,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Netherlands,2020,11288931,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Netherlands,2021,11306149,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Netherlands,2022,11352758,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Netherlands,2023,11482747,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Norway,2014,3365653,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Norway,2015,3399107,,
ESTAT:DEMO_PJANBROAD(1.0),04/11/24 23:00:00,Annual,Number,From 15 to 64 years,Total,Norway,2016,3424930,,
